1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
State: Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Tripura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dhalai,13,0,13,13,4,9,0,0,0,0,4,0,24,0,0,0,93,0,0,0,0,0,0,93,0,93,0,0,0,0,0,0,23,10,1,0,0,0,1,12,0,0,10,7,0,7,0,0,0,1,2,0,0,0,0,0,0,15,5,0,200,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,18,2,16,13,0,13,3,5,0,0,0,0,0,0,2,0,41,0,0,0,0,0,10,0,0,0,0,0,8,2,10,0,1,0,0,30,0,0,30,0,0,0,0,0,0,2,27,24,0,22,0,106,1,363
2,Gomati,12,0,17,17,0,17,0,0,0,0,4,1,3,0,0,1,144,49,29,17,3,0,0,95,77,18,0,0,0,0,0,0,24,0,24,0,0,0,24,0,0,0,12,1,0,1,0,0,1,10,0,0,0,0,0,0,0,5,1,0,224,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,35,24,11,22,1,21,0,5,0,1,1,0,0,0,1,0,64,0,0,0,0,0,19,3,1,2,0,0,9,7,19,0,0,0,0,34,0,0,34,0,0,0,0,0,0,6,0,51,0,0,2,93,98,508
3,GRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9
4,Kowai,14,0,13,12,0,12,0,0,0,1,2,0,6,0,0,0,106,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,13,1,0,1,3,0,0,9,0,0,0,0,0,0,0,10,0,0,178,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,10,10,0,10,11,0,11,0,1,0,1,1,0,0,0,6,0,29,0,0,0,0,0,7,3,0,0,0,3,4,0,7,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,24,0,0,0,64,24,312
5,North,14,0,23,22,15,7,0,0,0,1,8,2,2,0,0,0,77,0,0,0,0,0,0,77,62,15,0,0,0,0,0,0,30,18,0,0,0,0,0,12,0,0,15,13,0,13,0,0,0,1,1,0,0,0,0,0,0,11,1,0,183,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,21,6,15,21,3,18,0,1,0,0,0,0,0,0,2,0,45,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,22,0,0,22,0,0,0,1,0,0,1,0,30,0,0,0,54,78,375
6,Sipahijala,19,3,24,21,5,16,0,0,0,3,3,5,4,0,0,0,157,28,12,2,14,0,0,129,99,24,0,0,6,0,0,1,21,17,2,0,0,0,2,2,0,0,11,4,0,4,0,0,0,5,0,0,2,2,0,0,0,4,1,0,255,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,19,20,12,8,16,0,16,3,0,0,2,2,0,0,0,0,1,42,0,0,0,0,0,9,0,0,0,0,0,6,3,9,0,0,0,0,51,1,1,49,0,1,0,0,0,0,6,3,38,0,3,2,104,7,436
7,South,13,0,20,18,18,0,0,0,0,2,4,6,11,0,0,0,197,42,18,4,20,0,0,155,142,12,1,0,0,0,0,4,19,13,2,0,0,0,2,3,0,1,13,8,0,8,0,0,0,3,2,0,0,0,0,0,0,15,5,0,307,0,0,0,0,0,42,0,0,0,25,0,0,0,0,1,0,0,0,5,0,0,11,0,0,0,0,0,42,20,2,18,18,1,17,6,4,2,0,0,0,0,0,2,0,52,0,0,0,0,0,9,0,0,0,0,0,6,3,9,0,0,4,0,44,1,0,43,0,0,0,1,0,2,4,14,52,0,4,1,126,3,539
8,Unakoti,6,0,8,8,1,7,0,0,0,0,3,2,2,0,0,0,86,10,10,0,0,0,0,76,59,17,0,0,0,0,0,0,23,13,4,0,3,0,1,5,0,1,16,2,0,2,0,0,0,13,0,0,1,0,0,0,0,8,3,0,157,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,7,11,1,10,9,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,13,0,0,13,0,1,0,0,0,0,1,0,26,0,0,0,41,17,246
9,West,33,0,42,42,3,39,0,0,0,0,5,2,17,0,0,0,244,29,14,15,0,0,0,215,188,27,0,0,0,0,0,0,71,18,12,0,0,6,6,37,0,4,32,12,5,7,0,2,0,15,3,0,0,0,0,0,0,27,1,3,477,0,0,0,0,0,29,0,0,0,20,0,0,2,0,0,0,1,1,2,0,1,2,0,3,3,0,0,32,134,81,53,66,5,61,16,1,0,0,0,0,1,0,11,0,229,0,0,0,0,0,61,34,0,8,2,24,16,11,61,0,0,0,0,115,1,0,114,0,0,0,0,0,24,12,34,103,0,32,3,323,8,1130
,Total,124,3,160,153,46,107,0,0,0,7,33,18,69,0,0,1,1108,160,85,38,37,0,0,948,734,206,1,0,7,0,0,5,225,103,45,0,3,6,36,71,0,6,122,48,5,43,3,2,1,57,8,0,3,2,0,0,0,95,17,3,1985,0,0,0,0,0,125,0,0,0,75,0,0,3,0,1,0,3,1,8,0,1,21,12,9,9,0,0,134,272,128,144,176,10,166,28,17,2,4,4,0,1,0,24,1,525,0,0,0,0,0,125,40,1,10,2,27,59,26,125,0,1,4,0,350,3,1,346,0,2,0,2,0,26,32,78,348,0,61,9,913,236,3918
State: Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agra,117,37,577,577,577,0,0,0,0,0,76,15,148,0,0,3,680,310,0,244,66,0,0,370,333,34,3,0,0,0,0,0,436,0,377,0,0,0,377,36,4,19,657,330,0,330,0,130,5,192,0,0,0,3,0,0,0,78,64,10,2901,0,0,0,0,0,359,9,0,0,0,11,119,29,0,0,0,0,0,0,0,0,0,191,27,27,0,0,386,3017,2160,857,346,0,346,89,165,0,10,8,2,0,0,172,116,3915,9,0,0,0,9,485,0,0,0,0,0,485,0,494,0,5,2,5,622,622,0,0,0,0,20,8,0,0,22,0,502,0,0,1,1187,1296,10179
2,Aligarh,134,35,436,436,0,436,0,0,0,0,61,13,156,31,0,0,800,230,14,152,64,0,0,570,100,13,6,1,0,450,0,0,310,0,195,0,0,0,195,47,2,66,469,380,0,380,0,35,1,53,0,0,0,0,0,0,0,108,35,13,2601,0,0,0,0,0,289,2,0,0,0,15,46,1,0,0,0,23,14,14,0,0,0,174,25,22,3,2,316,1542,1064,478,187,14,173,30,200,17,17,16,1,2,0,145,70,2210,3,0,0,0,3,368,0,0,0,0,0,368,0,371,18,23,0,0,464,464,0,0,0,0,18,10,0,0,26,0,377,0,17,0,953,947,7398
3,Prayagraj,107,35,469,469,0,469,0,0,0,0,68,8,112,10,0,5,650,472,224,248,0,0,0,178,177,0,1,0,0,0,0,0,314,0,207,0,0,0,207,77,9,21,414,88,0,88,0,0,3,323,0,0,0,1,0,0,0,81,0,7,2281,0,0,0,0,0,105,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,87,0,0,0,0,105,2255,1592,663,481,32,449,9,120,0,2,2,0,2,0,182,0,3051,21,0,0,0,21,449,0,0,0,0,0,449,0,470,18,0,0,0,1349,688,661,0,0,0,5,0,0,0,0,0,487,0,2658,0,4517,272,10696
4,Ambedkar Nagar,27,6,163,163,163,0,0,0,0,0,12,0,25,8,0,0,262,0,0,0,0,0,0,262,176,86,0,0,0,0,0,0,83,0,83,0,0,0,83,0,0,0,154,30,0,30,0,0,0,124,0,0,0,0,0,0,0,26,0,1,767,0,0,0,0,45,82,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,127,191,118,73,77,0,77,0,14,0,1,1,0,0,0,27,0,310,0,0,0,0,0,77,0,0,0,0,0,77,0,77,73,90,0,0,106,0,0,106,0,0,11,0,0,0,23,85,20,0,235,0,643,190,2114
5,Amethi,33,8,182,182,0,182,0,0,0,0,16,0,52,9,0,0,456,288,91,195,2,0,0,168,32,1,0,0,0,135,0,0,100,82,0,0,0,0,0,17,1,0,228,227,0,227,0,0,1,0,0,0,0,0,0,0,0,26,0,2,1112,0,0,0,0,114,120,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,234,274,136,138,74,0,74,2,37,0,7,7,0,0,0,21,0,415,0,0,0,0,0,84,0,0,0,0,0,84,0,84,17,35,0,0,135,135,0,0,0,0,18,0,0,0,15,0,82,0,21,0,323,168,2336
6,Amroha,46,12,203,203,203,0,0,0,0,0,25,0,31,0,0,0,55,0,0,0,0,0,0,55,0,0,0,0,5,50,0,0,103,0,67,0,0,0,67,36,0,0,266,0,0,0,0,0,0,116,0,0,150,0,0,0,0,46,0,0,787,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,43,0,0,0,0,51,338,173,165,41,0,41,0,37,0,1,1,0,0,0,24,0,441,3,0,0,0,3,127,0,0,0,0,0,127,0,130,0,0,0,0,197,197,0,0,0,0,0,0,0,0,0,0,0,0,503,0,700,328,2437
7,Auraiya,51,8,215,215,215,0,0,0,0,0,32,3,67,7,1,0,135,60,0,34,25,0,1,75,75,0,0,0,0,0,0,0,147,0,122,0,0,0,122,23,0,2,172,39,2,37,0,9,0,124,0,0,0,0,0,0,0,57,4,0,899,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,65,0,0,0,0,67,247,141,106,47,1,46,20,41,0,3,3,0,4,0,43,11,416,0,0,0,0,0,140,27,0,2,0,25,113,0,140,0,0,0,0,278,0,117,161,0,0,51,0,0,0,4,147,180,0,457,0,1117,48,2687
8,Azamgarh,65,32,0,0,0,0,0,0,0,0,36,11,79,25,2,0,377,0,0,0,0,0,0,377,374,0,2,0,0,1,0,0,156,97,39,0,0,0,39,15,1,4,491,216,0,216,0,0,0,185,0,0,90,1,0,0,0,58,0,1,1334,0,0,0,0,23,514,0,0,0,0,0,0,0,0,0,0,263,18,129,9,28,0,67,0,0,0,0,537,513,340,173,141,0,141,0,61,0,1,1,0,0,0,60,0,776,0,0,0,0,0,261,0,0,0,0,0,261,0,261,0,0,0,0,309,0,309,0,0,0,22,0,0,0,5,0,172,0,51,0,559,1093,4560
9,Badaun,88,31,303,303,303,0,0,0,0,0,51,12,100,30,0,0,1139,692,0,683,9,0,0,447,438,9,0,0,0,0,0,0,247,0,247,0,0,0,247,0,0,0,292,0,0,0,0,12,0,280,0,0,0,0,0,0,0,62,9,2,2366,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,479,270,209,94,0,94,11,48,1,4,4,0,1,0,41,0,679,0,0,0,0,0,98,0,0,0,0,0,98,0,98,3,1,0,1,300,0,300,0,0,0,10,7,0,12,17,56,346,0,0,0,753,489,4390
10,Baghpat,57,5,129,0,0,0,0,0,0,129,7,0,69,0,0,0,157,146,0,103,43,0,0,11,11,0,0,0,0,0,0,0,83,13,25,0,0,0,25,33,1,11,131,15,0,15,0,5,0,111,0,0,0,0,0,0,0,29,10,9,686,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,384,242,142,40,0,40,7,38,0,3,3,0,0,0,35,0,507,0,0,0,0,0,82,82,5,5,10,62,0,0,82,0,0,0,0,148,0,148,0,0,0,10,0,0,0,0,0,96,0,206,0,460,403,2204
11,Bahraich,40,22,249,0,0,0,0,0,0,249,62,0,35,39,0,0,594,315,315,0,0,0,0,279,279,0,0,0,0,0,0,0,147,0,105,0,0,0,105,42,0,0,294,49,14,35,0,0,0,245,0,0,0,1,0,0,0,31,0,0,1514,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98,348,180,168,151,0,151,0,20,0,0,0,0,0,0,52,0,571,3,0,0,0,3,197,0,0,0,0,0,197,0,200,5,0,0,0,244,0,244,0,0,0,14,0,0,0,0,0,1,0,0,0,264,748,3395
12,Ballia,34,12,216,216,216,0,0,0,0,0,31,6,41,21,0,0,589,205,0,205,0,0,0,384,180,4,0,0,0,0,200,0,213,71,87,0,0,0,87,32,4,19,251,69,43,26,0,0,0,182,0,0,0,0,0,0,0,53,6,12,1485,0,0,0,0,2,609,4,0,0,0,52,0,0,0,0,0,78,453,7,0,0,4,11,0,0,0,0,611,507,332,175,176,0,176,0,43,0,3,3,0,3,0,45,23,800,0,0,0,0,0,135,4,0,4,0,0,8,123,135,10,3,0,1,161,0,0,161,0,0,5,0,0,0,13,0,122,0,121,2,438,0,3469
13,Balrampur,21,7,61,58,58,0,0,0,0,3,23,3,13,7,0,3,117,60,13,25,10,12,0,57,56,1,0,0,0,0,0,0,36,25,4,0,0,0,4,5,1,1,52,17,0,17,0,0,0,34,0,0,1,0,0,0,0,17,7,1,368,0,0,0,0,37,38,0,1,0,1,3,6,0,0,0,0,6,0,9,0,0,1,11,4,4,0,0,79,89,45,44,30,0,30,5,8,0,0,0,0,0,0,21,3,156,1,0,0,0,1,45,0,0,0,0,0,39,6,46,2,0,0,0,43,0,43,0,0,0,98,0,0,4,16,4,4,0,129,0,300,34,983
14,Banda,36,17,159,159,159,0,0,0,0,0,40,13,36,0,0,0,163,50,0,0,0,0,50,113,113,0,0,0,0,0,0,0,106,59,24,0,0,0,24,15,8,0,169,52,0,52,0,22,0,95,0,0,0,0,0,0,0,51,0,0,790,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,209,114,95,53,0,53,0,12,0,0,0,0,0,0,28,0,302,3,0,0,0,3,76,0,0,0,0,0,76,0,79,0,0,0,0,216,0,0,216,0,0,13,0,0,0,0,95,78,0,12,0,414,105,1728
15,Barabanki,55,22,307,306,306,0,0,1,0,0,28,0,29,0,0,0,268,89,0,88,1,0,0,179,171,8,0,0,0,0,0,0,142,77,41,0,0,0,41,18,1,5,228,59,30,29,0,0,0,169,0,0,0,0,0,0,0,47,0,0,1126,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,293,175,118,85,0,85,0,23,0,2,2,0,1,0,88,0,492,0,0,0,0,0,210,0,0,0,0,0,210,0,210,0,0,0,0,323,153,116,54,0,0,3,0,0,0,0,0,123,0,0,0,449,1114,3421
16,Bareilly,98,26,392,392,392,0,0,0,0,0,53,0,131,35,0,0,301,169,0,169,0,0,0,132,125,5,2,0,0,0,0,0,380,276,51,0,0,0,51,24,4,25,465,27,18,9,0,19,1,418,0,0,0,0,0,0,0,63,4,1,1949,0,0,0,0,0,137,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,1,1,0,0,138,1136,724,412,214,0,214,24,93,0,21,21,0,0,0,83,5,1576,1,0,0,0,1,343,0,0,0,0,0,343,0,344,3,2,0,0,684,0,0,684,0,0,30,0,0,0,0,0,0,0,0,0,719,945,5671
17,Basti,42,8,189,189,189,0,0,0,0,0,19,0,9,0,0,0,189,0,0,0,0,0,0,189,188,0,0,1,0,0,0,0,89,40,23,0,0,0,23,20,1,5,149,15,0,15,0,0,0,134,0,0,0,0,0,0,0,46,0,0,740,0,0,0,0,0,114,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,114,248,152,96,99,0,99,0,23,0,0,0,0,0,0,25,0,395,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,133,0,133,0,0,0,7,0,0,0,0,0,159,0,383,0,682,148,2179
18,Bijnor,92,21,345,345,345,0,0,0,0,0,21,0,121,25,0,0,354,314,15,299,0,0,0,40,38,2,0,0,0,0,0,0,169,0,131,0,0,0,131,25,1,12,233,11,0,11,0,0,1,195,0,0,26,0,0,0,0,88,3,15,1487,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112,0,0,0,0,113,626,307,319,97,0,97,1,61,0,6,6,0,1,0,38,19,849,1,0,0,0,1,217,191,0,0,0,191,0,26,218,6,5,0,0,492,420,72,0,0,0,26,0,0,0,0,0,185,0,315,0,1029,60,3756
19,Bulandshahar,139,17,398,383,212,171,0,5,0,10,45,14,140,9,3,4,1140,1120,9,0,30,0,1081,20,19,0,1,0,0,0,0,0,322,77,134,0,0,0,134,99,6,6,390,57,22,35,0,25,2,306,0,0,0,1,0,0,0,163,31,19,2835,0,0,0,0,0,303,0,0,0,0,0,1,0,0,44,25,21,144,44,0,0,12,12,11,11,0,0,314,1242,747,495,124,2,122,14,157,6,16,16,0,3,0,85,11,1658,4,0,0,0,4,263,228,25,25,0,178,35,0,267,11,39,1,3,391,391,0,0,0,0,16,16,0,0,4,0,394,0,146,0,1021,218,6313
20,Chandoli,14,8,128,123,0,123,0,3,0,2,17,1,15,13,0,0,189,30,0,8,12,8,2,159,156,2,1,0,0,0,0,2,62,22,16,0,0,0,16,19,1,4,97,23,0,23,0,3,0,71,0,0,0,0,0,0,0,37,2,3,588,0,0,0,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,2,1,1,0,95,235,147,88,72,0,72,3,14,0,0,0,0,1,7,57,26,415,0,0,0,0,0,69,0,0,0,0,0,16,53,69,9,0,0,0,130,55,8,67,0,0,2,3,0,5,4,34,8,0,318,0,513,188,1868
21,Chitrakoot,25,7,89,87,87,0,0,0,0,2,14,1,9,0,0,0,111,36,0,36,0,0,0,75,60,0,0,0,15,0,0,0,120,93,0,0,0,0,0,17,10,0,133,65,0,65,0,0,3,65,0,0,0,0,0,0,0,27,0,0,536,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,89,57,32,47,0,47,0,7,0,0,0,0,0,0,17,0,160,0,0,0,0,0,29,0,0,0,0,0,29,0,29,0,0,0,0,114,0,0,114,0,0,0,0,0,0,3,0,46,0,0,0,163,291,1193
22,Deoria,31,15,211,211,211,0,0,0,0,0,32,0,15,0,0,0,254,51,0,45,6,0,0,203,202,1,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,144,0,0,199,0,0,0,0,35,0,0,1032,0,0,0,0,0,169,0,0,0,3,0,48,0,0,0,0,24,94,0,0,0,0,0,0,0,0,0,169,247,182,65,56,36,20,0,22,0,1,1,0,0,0,47,0,373,1,0,0,0,1,179,65,0,65,0,0,114,0,180,0,0,0,0,238,0,238,0,0,0,5,0,0,0,0,0,39,0,0,0,282,457,2493
23,Etah,57,15,255,0,0,0,0,0,0,255,36,18,140,2,0,0,1252,1035,0,1035,0,0,0,217,0,216,1,0,0,0,0,0,185,0,142,0,0,0,142,38,0,5,156,12,12,0,0,8,0,136,0,0,0,0,0,0,0,37,9,0,2162,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,175,495,349,146,118,0,118,0,65,0,6,6,0,0,0,35,41,760,2,0,0,0,2,130,0,0,0,0,0,130,0,132,54,0,3,0,290,290,0,0,0,0,4,0,0,0,4,13,115,0,48,0,531,49,3809
24,Etawah,68,20,308,308,308,0,0,0,0,0,39,8,118,24,0,0,299,189,0,138,46,0,5,110,104,6,0,0,0,0,0,0,149,0,115,0,0,0,115,22,0,12,241,47,3,44,0,16,4,174,0,0,0,0,0,0,0,32,2,1,1309,0,0,0,0,0,59,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,59,830,623,207,84,4,80,5,58,0,6,6,0,1,0,57,78,1119,2,0,0,0,2,147,11,0,11,0,0,136,0,149,0,3,0,0,412,0,156,256,0,0,9,0,0,0,0,195,173,0,296,0,1088,72,3796
25,Ayodhya,35,12,291,291,279,12,0,0,0,0,26,6,22,35,0,3,723,504,368,114,22,0,0,219,215,0,1,0,3,0,0,14,167,101,35,0,0,0,35,24,1,6,228,40,0,40,0,8,0,179,0,0,1,0,0,0,0,42,21,0,1625,0,0,0,0,15,110,0,12,0,0,22,0,0,0,0,0,18,45,6,0,0,3,4,2,2,0,0,127,559,304,255,93,0,93,10,48,0,1,1,0,2,0,52,28,793,0,0,0,0,0,278,236,0,8,0,228,0,42,278,49,21,0,1,383,87,63,233,0,0,11,4,0,16,23,106,24,0,287,0,925,59,3807
26,Fatehgarh,46,10,172,172,172,0,0,0,0,0,42,14,60,9,0,0,171,97,0,70,27,0,0,74,73,0,1,0,0,0,0,0,50,0,49,0,0,0,49,0,0,1,332,184,0,184,0,0,1,147,0,0,0,1,0,0,0,26,1,4,938,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,304,193,111,109,0,109,1,38,0,3,3,0,1,0,47,17,520,0,0,0,0,0,140,0,0,0,0,0,140,0,140,0,0,0,0,228,0,0,228,0,0,3,0,0,0,3,5,205,0,0,0,444,459,2517
27,Fatehpur,48,18,373,368,268,100,0,0,0,5,40,2,31,38,0,0,608,397,112,265,20,0,0,211,211,0,0,0,0,0,0,0,160,0,104,0,0,0,104,48,2,6,177,95,0,95,0,0,0,82,0,0,0,0,0,0,0,74,2,8,1579,0,0,0,0,0,63,0,0,0,0,9,5,0,0,0,0,0,0,3,0,0,0,46,0,0,0,0,63,339,223,116,103,0,103,8,34,0,1,1,0,0,0,64,55,604,0,0,0,0,0,140,57,7,8,7,35,43,40,140,0,9,0,0,353,0,54,299,0,0,0,0,0,0,5,312,100,0,0,0,779,581,3746
28,Firozabad,77,32,283,277,277,0,0,2,0,4,41,26,143,12,0,0,371,199,0,177,19,0,3,172,141,9,1,0,21,0,0,6,142,114,17,0,0,0,17,5,1,5,266,0,0,0,0,19,2,245,0,0,0,1,0,0,0,48,11,10,1469,0,0,0,0,0,220,0,0,0,2,21,10,0,0,0,0,27,80,68,0,0,12,0,1,1,0,0,221,825,543,282,111,1,110,34,92,9,8,8,0,5,0,77,37,1198,3,0,0,0,3,162,39,39,0,0,0,123,0,165,10,1,4,1,360,0,0,360,0,0,8,2,0,0,13,366,182,0,389,0,1336,251,4640
29,GRP,21,4,0,0,0,0,0,0,0,0,1,2,15,0,0,0,113,101,16,1,9,0,75,12,1,0,0,0,9,0,2,0,62,27,27,0,22,0,5,2,3,3,56,47,15,32,1,0,0,4,0,0,4,0,0,0,0,3,0,0,277,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,7006,86,6920,0,0,0,2,247,0,0,0,0,2,0,19,660,7936,1,0,0,0,1,32,5,0,0,0,5,27,0,33,0,1,0,1,0,0,0,0,0,0,15,0,0,12,0,0,0,0,12,0,41,628,8928
30,Gautambudh Nagar,93,24,399,395,390,5,0,0,0,4,29,4,113,5,0,3,720,701,457,225,19,0,0,19,11,4,1,0,3,0,0,0,181,4,143,0,3,0,140,11,3,20,373,165,23,142,0,4,1,203,0,0,0,0,0,0,0,56,13,8,2021,0,0,0,0,0,193,0,0,1,0,0,7,0,0,0,0,25,3,0,4,0,7,146,5,5,0,2,200,3964,2441,1523,189,30,159,25,194,5,7,5,2,3,0,188,511,5086,2,0,0,0,2,469,82,5,15,27,35,11,376,471,0,6,41,5,944,0,478,466,0,0,24,0,0,0,2,351,233,0,261,10,1877,359,10014
31,Ghaziabad,116,24,384,373,127,246,0,0,3,8,41,26,120,13,4,5,2085,2064,0,0,82,44,1938,21,0,19,2,0,0,0,0,0,281,1,192,5,9,0,178,43,4,41,757,231,20,211,0,64,1,461,0,0,0,2,0,0,0,113,13,21,4005,0,0,0,0,0,76,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,17,52,4,4,0,0,80,3902,2962,940,163,3,160,60,101,58,4,4,0,15,0,150,224,4677,5,0,0,0,5,435,12,2,5,5,0,12,411,440,81,14,1,6,557,557,0,0,0,0,3,9,0,0,1,263,575,0,6,0,1516,384,11102
32,Ghazipur,43,0,277,119,0,119,0,0,0,158,26,0,41,6,0,0,308,64,0,43,21,0,0,244,244,0,0,0,0,0,0,0,144,0,110,0,0,0,110,29,2,3,294,208,1,207,0,3,0,81,0,0,2,0,0,0,0,40,3,0,1182,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72,296,190,106,148,0,148,9,42,0,2,2,0,0,0,21,14,532,0,0,0,0,0,94,92,0,73,0,19,2,0,94,6,0,0,0,318,0,0,318,0,0,0,9,0,0,15,0,110,0,619,0,1077,359,3316
33,Gonda,36,18,194,194,194,0,0,0,0,0,40,0,26,50,0,0,305,0,0,0,0,0,0,305,305,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,201,0,0,51,0,0,0,0,55,0,0,1086,0,0,0,0,0,107,2,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,93,0,0,0,0,107,254,143,111,109,0,109,0,19,0,0,0,0,0,0,79,0,461,0,0,0,0,0,214,0,0,0,0,0,214,0,214,0,0,0,0,201,0,0,201,0,0,0,0,0,0,0,0,12,0,0,0,213,726,2807
34,Gorakhpur,77,37,294,294,294,0,0,0,0,0,42,9,63,76,3,4,412,123,22,43,46,12,0,289,281,5,0,0,3,0,0,0,234,0,225,0,0,0,225,8,1,0,523,0,0,0,0,0,1,445,0,0,77,1,0,0,0,94,0,0,1869,1,0,1,1,7,242,0,0,0,0,16,21,2,0,0,0,0,0,0,0,0,0,203,1,1,0,0,250,1344,997,347,371,49,322,11,213,2,1,1,0,3,0,219,76,2240,1,0,0,0,1,458,0,0,0,0,0,347,111,459,12,26,2,0,416,0,0,416,0,0,3,5,6,8,6,76,0,0,1936,0,2496,70,7385
